Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1660/1660        std::vector<std::pair<unsigned long long, int>, std::allocator<std::pair<unsigned long long, int> > >::end() [124]
                0.00    0.00    1660/1660        std::vector<std::pair<unsigned long long, int>, std::allocator<std::pair<unsigned long long, int> > >::~vector() [127]
                0.00    0.00    1184/1184        std::pair<std::__decay_and_strip<std::shared_ptr<Node>&>::__type, std::__decay_and_strip<int>::__type> std::make_pair<std::shared_ptr<Node>&, int>(std::shared_ptr<Node>&, int&&) [140]
                0.00    0.00     849/849         std::pair<std::__decay_and_strip<unsigned long long>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<unsigned long long, int&>(unsigned long long&&, int&) [156]
                0.00    0.00     849/849         std::vector<std::pair<unsigned long long, int>, std::allocator<std::pair<unsigned long long, int> > >::push_back(std::pair<unsigned long long, int>&&) [155]
                0.00    0.00     849/849         std::shared_ptr<Node>::operator=(std::shared_ptr<Node> const&) [148]
                0.00    0.00     849/849         __gnu_cxx::__normal_iterator<std::pair<unsigned long long, int>*, std::vector<std::pair<unsigned long long, int>, std::allocator<std::pair<unsigned long long, int> > > >::operator*() const [147]
                0.00    0.00     849/849         __gnu_cxx::__normal_iterator<std::pair<unsigned long long, int>*, std::vector<std::pair<unsigned long long, int>, std::allocator<std::pair<unsigned long long, int> > > >::operator++() [146]
                0.00    0.00     640/640         std::pair<std::__decay_and_strip<std::shared_ptr<Node>&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<std::shared_ptr<Node>&, int&>(std::shared_ptr<Node>&, int&) [199]
                               10593             makeBRed(std::shared_ptr<Node>) [4]
-----------------------------------------------
                0.00    0.00  123532/1961523     makeBRed(std::shared_ptr<Node>) [4]
                0.01    0.00 1837991/1961523     solve() [3]
[5]      3.7    0.01    0.00 1961523         std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::operator->() const [5]
-----------------------------------------------
                0.00    0.00       1/11796       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_unique_pos(unsigned long long const&) [21]
                0.00    0.00     715/11796       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [20]
                0.00    0.00     715/11796       std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_M_const_cast() const [19]
                0.00    0.00    1661/11796       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::begin() [15]
                0.00    0.00    3522/11796       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, unsigned long long const&) [13]
                0.00    0.00    5182/11796       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [9]
[6]      3.7    0.01    0.00   11796         std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [6]
-----------------------------------------------
                                                 <spontaneous>
[7]      3.7    0.01    0.00                 Node::getLen() [7]
-----------------------------------------------
                0.00    0.00    1660/5182        solve() [3]
                0.00    0.00    1698/5182        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long&&) [14]
                0.00    0.00    1824/5182        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long const&) [10]
[8]      1.6    0.00    0.00    5182         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [8]
                0.00    0.00    5182/5182        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [9]
-----------------------------------------------
                0.00    0.00    5182/5182        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [8]
[9]      1.6    0.00    0.00    5182         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [9]
                0.00    0.00    5182/11796       std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [6]
-----------------------------------------------
                0.00    0.00    1824/1824        makeBRed(std::shared_ptr<Node>) [4]
[10]     1.6    0.00    0.00    1824         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long const&) [10]
                0.00    0.00    1824/3522        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [11]
                0.00    0.00    1824/5182        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [8]
                0.00    0.00     715/715         std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned long long const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::piecewise_construct_t const&, std::tuple<unsigned long long const&>&&, std::tuple<>&&) [17]
                0.00    0.00    3641/924372      std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::operator*() const [28]
                0.00    0.00    1824/3523        std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > const&) const [91]
                0.00    0.00    1817/3515        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::key_comp() const [92]
                0.00    0.00    1817/63537       std::less<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [38]
                0.00    0.00     715/715         std::tuple<unsigned long long const&>::tuple(unsigned long long const&) [188]
                0.00    0.00     715/715         std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > const&) [183]
-----------------------------------------------
                0.00    0.00    1698/3522        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long&&) [14]
                0.00    0.00    1824/3522        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long const&) [10]
[11]     1.1    0.00    0.00    3522         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [11]
                0.00    0.00    3522/3522        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [12]
-----------------------------------------------
                0.00    0.00    3522/3522        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [11]
[12]     1.1    0.00    0.00    3522         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [12]
                0.00    0.00    3522/3522        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, unsigned long long const&) [13]
                0.00    0.00    3522/4607        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_end() [80]
                0.00    0.00    3522/3524        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_begin() [90]
-----------------------------------------------
                0.00    0.00    3522/3522        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [12]
[13]     1.1    0.00    0.00    3522         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*, unsigned long long const&) [13]
                0.00    0.00    3522/11796       std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [6]
                0.00    0.00   32359/56820       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > const*) [40]
                0.00    0.00   32359/63537       std::less<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [38]
                0.00    0.00   16628/17343       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_left(std::_Rb_tree_node_base*) [48]
                0.00    0.00   15731/17147       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_right(std::_Rb_tree_node_base*) [49]
-----------------------------------------------
                0.00    0.00    1698/1698        makeBRed(std::shared_ptr<Node>) [4]
[14]     1.1    0.00    0.00    1698         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long&&) [14]
                0.00    0.00    1698/3522        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::lower_bound(unsigned long long const&) [11]
                0.00    0.00    1698/5182        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::end() [8]
                0.00    0.00    3396/924372      std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::operator*() const [28]
                0.00    0.00    1698/3523        std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > const&) const [91]
                0.00    0.00    1698/3515        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::key_comp() const [92]
                0.00    0.00    1698/63537       std::less<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [38]
-----------------------------------------------
                0.00    0.00       1/1661        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_unique_pos(unsigned long long const&) [21]
                0.00    0.00    1660/1661        std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::begin() [16]
[15]     0.5    0.00    0.00    1661         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::begin() [15]
                0.00    0.00    1661/11796       std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [6]
-----------------------------------------------
                0.00    0.00    1660/1660        solve() [3]
[16]     0.5    0.00    0.00    1660         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::begin() [16]
                0.00    0.00    1660/1661        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::begin() [15]
-----------------------------------------------
                0.00    0.00     715/715         std::map<unsigned long long, std::pair<std::shared_ptr<Node>, int>, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::operator[](unsigned long long const&) [10]
[17]     0.4    0.00    0.00     715         std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned long long const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::piecewise_construct_t const&, std::tuple<unsigned long long const&>&&, std::tuple<>&&) [17]
                0.00    0.00     715/715         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, unsigned long long const&) [18]
                0.00    0.00     715/715         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [20]
                0.00    0.00     715/4290        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [83]
                0.00    0.00     715/4290        std::tuple<unsigned long long const&>&& std::forward<std::tuple<unsigned long long const&> >(std::remove_reference<std::tuple<unsigned long long const&> >::type&) [84]
                0.00    0.00     715/4290        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [82]
                0.00    0.00     715/715         std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >* std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<unsigned long long const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned long long const&>&&, std::tuple<>&&) [192]
                0.00    0.00     715/56820       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > const*) [40]
-----------------------------------------------
                0.00    0.00     715/715         std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<unsigned long long const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::piecewise_construct_t const&, std::tuple<unsigned long long const&>&&, std::tuple<>&&) [17]
[18]     0.2    0.00    0.00     715         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, unsigned long long const&) [18]
                0.00    0.00     715/715         std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_M_const_cast() const [19]
                0.00    0.00       1/1           std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_unique_pos(unsigned long long const&) [21]
                0.00    0.00    1415/4285        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_key(std::_Rb_tree_node_base const*) [85]
                0.00    0.00    1415/63537       std::less<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [38]
                0.00    0.00     722/722         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_leftmost() [167]
                0.00    0.00     715/4607        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_end() [80]
                0.00    0.00     701/701         std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::operator--() [197]
                0.00    0.00     701/17147       std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_S_right(std::_Rb_tree_node_base*) [49]
                0.00    0.00     368/368         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [200]
                0.00    0.00     346/346         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [201]
                0.00    0.00      12/12          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_rightmost() [206]
                0.00    0.00       7/1667        std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::size() const [114]
-----------------------------------------------
                0.00    0.00     715/715         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> >, std::_Select1st<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >, unsigned long long const&) [18]
[19]     0.2    0.00    0.00     715         std::_Rb_tree_const_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_M_const_cast() const [19]
                0.00    0.00     715/11796       std::_Rb_tree_iterator<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, std::pair<std::shared_ptr<Node>, int> > >*) [6]
-----------------------------------------------
